order_id,payment_value,payment_type,payment_installments
CA-2014-118276,65.56800079,credit_card,2
CA-2014-118304,141.9600067,credit_card,2
CA-2014-118339,5922.558105,credit_card,8
CA-2014-118962,1791.223999,credit_card,8
CA-2014-118976,320.5159912,debit_card,4
CA-2014-119032,64.68000031,credit_card,10
CA-2014-119144,283.9599915,debit_card,4
CA-2014-119151,107.8600006,credit_card,7
CA-2014-119172,166.3240051,credit_card,7
CA-2014-119375,1356.68396,credit_card,6
CA-2014-119466,2676.672119,credit_card,8
CA-2014-119529,313.7219849,voucher,1
CA-2014-119977,18.93600082,credit_card,3
CA-2014-120096,340.2120056,credit_card,8
CA-2014-120243,913.4299927,credit_card,2
CA-2014-120278,1721.920044,credit_card,8
CA-2014-120411,214.9700012,credit_card,1
CA-2014-120432,122.1200027,credit_card,1
CA-2014-120474,23.12999916,credit_card,5
CA-2014-120544,228.0180054,debit_card,1
CA-2014-120670,2.308000088,credit_card,4
CA-2014-120768,541.1799927,credit_card,2
CA-2014-120775,2086.318115,credit_card,4
CA-2014-120838,488.6000061,credit_card,3
CA-2014-120852,400.8900146,credit_card,2
CA-2014-120887,276.6900024,credit_card,1
CA-2014-120950,62.29600143,credit_card,6
CA-2014-121006,4340.332031,credit_card,4
CA-2014-121167,276.6900024,credit_card,2
CA-2014-121286,23.24799919,credit_card,1
CA-2014-121573,265.2160034,credit_card,1
CA-2014-121629,222.6660004,debit_card,8
CA-2014-121664,10.98999977,credit_card,10
CA-2014-121727,8.855999947,credit_card,6
CA-2014-121762,403.6159973,debit_card,2
CA-2014-121769,2690.969971,credit_card,2
CA-2014-122070,977.8900146,credit_card,3
CA-2014-122217,2430.080078,debit_card,10
CA-2014-122336,350.9559937,credit_card,1
CA-2014-122567,100.314003,credit_card,2
CA-2014-122588,33.90000153,credit_card,7
CA-2014-122609,97.40000153,credit_card,4
CA-2014-122679,5.552000046,credit_card,1
CA-2014-122749,15.27999973,credit_card,10
CA-2014-122882,1109.369995,debit_card,1
CA-2014-122931,1043.287964,credit_card,2
CA-2014-123064,95.83999634,credit_card,2
CA-2014-123127,49.61600113,credit_card,10
CA-2014-123225,19.4659996,credit_card,10
CA-2014-123253,72.58799744,credit_card,5
CA-2014-123260,60.74000168,credit_card,7
CA-2014-123295,139.8600006,debit_card,1
CA-2014-123316,37.74000168,credit_card,8
CA-2014-123323,6.84800005,debit_card,6
CA-2014-123344,82.94999695,credit_card,1
CA-2014-123400,225.3659973,credit_card,4
CA-2014-123477,77.55000305,credit_card,1
CA-2014-123498,133.1600037,credit_card,2
CA-2014-123855,931.1760254,credit_card,1
CA-2014-123925,234.4499969,credit_card,2
CA-2014-124023,698.3519897,credit_card,6
CA-2014-124079,111.6920013,credit_card,3
CA-2014-124247,57.57600021,voucher,3
CA-2014-124394,494.9460144,credit_card,5
CA-2014-124429,531.5300293,credit_card,4
CA-2014-124464,275.0580139,credit_card,1
CA-2014-124478,1129.647949,credit_card,3
CA-2014-124513,17.76000023,debit_card,3
CA-2014-124618,258.6960144,credit_card,1
CA-2014-124646,427.8999939,credit_card,2
CA-2014-124688,1170.687988,credit_card,5
CA-2014-124702,448.6600037,credit_card,3
CA-2014-124709,94.73999786,credit_card,8
CA-2014-124723,485.8800049,credit_card,1
CA-2014-124730,387.4379883,credit_card,3
CA-2014-124737,894.4660034,credit_card,5
CA-2014-124807,261.5440063,credit_card,10
CA-2014-124856,1563.917969,debit_card,3
CA-2014-125136,27.95000076,credit_card,3
CA-2014-125150,63.20000076,credit_card,8
CA-2014-125171,76.63999939,credit_card,1
CA-2014-125514,551.7520142,credit_card,2
CA-2014-125542,887.40802,credit_card,3
CA-2014-125556,624.3439941,credit_card,1
CA-2014-125612,87.56999969,credit_card,2
CA-2014-125731,226.6999969,voucher,4
CA-2014-125759,16.19199944,debit_card,1
CA-2014-125829,403.7369995,credit_card,8
CA-2014-125997,1635.219971,credit_card,1
CA-2014-126032,7.519999981,credit_card,1
CA-2014-126193,330.3999939,credit_card,5
CA-2014-126200,3083.780029,credit_card,1
CA-2014-126277,68.70400238,credit_card,2
CA-2014-126333,12.06000042,credit_card,2
CA-2014-126361,1517.92395,credit_card,3
CA-2014-126403,237.7440033,debit_card,10
CA-2014-126480,20.8560009,credit_card,1
CA-2014-126522,33.93000031,credit_card,2
CA-2014-126683,35.24100113,debit_card,4
CA-2014-126760,1027.381958,credit_card,3
CA-2014-126802,2.624000072,credit_card,3
CA-2014-127012,73.95999908,credit_card,1
CA-2014-127131,96.50800323,voucher,2
CA-2014-127159,575.9279785,debit_card,8
CA-2014-127166,114.935997,credit_card,7
CA-2014-127187,11.68000031,credit_card,10
CA-2014-127299,55.72800064,credit_card,2
CA-2014-127383,105.5839996,credit_card,5
CA-2014-127446,3338.156006,credit_card,8
CA-2014-127488,71.12000275,credit_card,1
CA-2014-127523,368.9100037,credit_card,6
CA-2014-127558,507.3080139,credit_card,4
CA-2014-127586,62.91999817,credit_card,2
CA-2014-127614,625.59198,credit_card,6
CA-2014-127691,362.7879944,credit_card,2
CA-2014-127859,50.79999924,credit_card,5
CA-2014-127866,220.8659973,credit_card,2
CA-2014-127936,6.800000191,credit_card,10
CA-2014-127964,63.85599899,debit_card,2
CA-2014-128055,2637.518066,credit_card,1
CA-2014-128146,231.4949951,credit_card,1
CA-2014-128209,829.7579956,credit_card,1
CA-2014-128237,447.2720032,credit_card,3
CA-2014-128524,61.37599945,credit_card,1
CA-2014-128538,73.91500092,credit_card,2
CA-2014-128622,370.1400146,credit_card,6
CA-2014-128839,753.3920288,credit_card,3
CA-2014-128846,38.32799911,credit_card,1
CA-2014-128888,28.84000015,credit_card,8
CA-2014-128986,161.5679932,credit_card,2
CA-2014-129091,488.5539856,credit_card,7
CA-2014-129147,1205.813965,credit_card,1
CA-2014-129189,266.4639893,credit_card,1
CA-2014-129364,2348.092041,credit_card,5
CA-2014-129574,28.89999962,credit_card,1
CA-2014-129819,169.4499969,credit_card,2
CA-2014-129924,54.20399857,debit_card,10
CA-2014-129938,552.5599976,debit_card,1
CA-2014-130092,27.39599991,credit_card,4
CA-2014-130155,5.214000225,credit_card,1
CA-2014-130274,11.96000004,credit_card,6
CA-2014-130421,1088.76001,credit_card,1
CA-2014-130428,34.88000107,credit_card,2
CA-2014-130449,157.5599976,credit_card,2
CA-2014-130575,3050.375977,credit_card,1
CA-2014-130624,125.723999,debit_card,7
CA-2014-130673,1282.114014,credit_card,5
CA-2014-130729,13.52000046,credit_card,8
CA-2014-130813,30.79999924,credit_card,2
CA-2014-130869,21.69599915,credit_card,2
CA-2014-130918,61.43999863,voucher,4
CA-2014-130960,127.9039993,credit_card,3
CA-2014-131002,1933.715942,credit_card,9
CA-2014-131009,146.4499969,credit_card,5
CA-2014-131051,1.187999964,debit_card,2
CA-2014-131247,143.9519958,credit_card,1
CA-2014-131310,1378.017944,credit_card,5
CA-2014-131387,71.76000214,credit_card,2
CA-2014-131450,50.34000015,debit_card,6
CA-2014-131527,11.56000042,credit_card,4
CA-2014-131541,99.11199951,debit_card,1
CA-2014-131800,53.93999863,credit_card,2
CA-2014-131905,77.49199677,credit_card,2
CA-2014-131926,381.7399902,credit_card,8
CA-2014-131947,1340.154053,credit_card,2
CA-2014-132010,348.3059998,debit_card,4
CA-2014-132227,43.97999954,credit_card,8
CA-2014-132451,125.3519974,credit_card,3
CA-2014-132500,139.0399933,credit_card,1
CA-2014-132542,34.59999847,credit_card,1
CA-2014-132612,53.91999817,credit_card,2
CA-2014-132787,35.34000015,credit_card,1
CA-2014-132801,4.130000114,credit_card,1
CA-2014-132864,47.95199966,debit_card,5
CA-2014-132913,41.47200012,debit_card,6
CA-2014-132962,4024.174072,credit_card,2
CA-2014-132983,28.27199936,credit_card,5
CA-2014-133158,62.72000122,debit_card,2
CA-2014-133228,13.71000004,credit_card,5
CA-2014-133270,388.70401,credit_card,2
CA-2014-133305,335.2872009,credit_card,10
CA-2014-133354,62.49599838,credit_card,3
CA-2014-133389,92.95999908,credit_card,6
CA-2014-133424,74.63600159,credit_card,1
CA-2014-133543,11.21000004,credit_card,5
CA-2014-133592,520.3839722,credit_card,1
CA-2014-133634,182.9100037,debit_card,3
CA-2014-133690,69.14399719,credit_card,10
CA-2014-133704,66.02400208,credit_card,4
CA-2014-133753,240.2400055,credit_card,1
CA-2014-133809,220.3359985,debit_card,1
CA-2014-133830,33.93600082,credit_card,5
CA-2014-133851,133.25,credit_card,8
CA-2014-133963,11.56000042,credit_card,3
CA-2014-134061,1499.949951,credit_card,1
CA-2014-134103,627.6680298,credit_card,1
CA-2014-134215,51.09999847,credit_card,1
CA-2014-134278,177.1999969,credit_card,2
CA-2014-134313,133.2120056,credit_card,2
CA-2014-134551,263.5039978,debit_card,4
CA-2014-134572,121.7799988,credit_card,5
CA-2014-134621,153.7799988,credit_card,1
CA-2014-134677,55.32799911,credit_card,3
CA-2014-135090,1502.375977,credit_card,10
CA-2014-135405,560.65802,debit_card,8
CA-2014-135608,59.0359993,credit_card,2
CA-2014-135657,40.99000168,credit_card,4
CA-2014-135699,1051.180054,credit_card,3
CA-2014-135755,68.63999939,credit_card,3
CA-2014-135993,617.3099976,credit_card,2
CA-2014-136336,13.22999954,credit_card,3
CA-2014-136399,221.5720062,credit_card,5
CA-2014-136567,1410.228027,credit_card,20
CA-2014-136644,44.45999908,debit_card,10
CA-2014-136742,167.9759979,credit_card,2
CA-2014-136861,51.33599854,credit_card,3
CA-2014-137092,1349.465942,credit_card,2
CA-2014-137274,84.05599976,credit_card,10
CA-2014-137351,585.552002,debit_card,3
CA-2014-137575,6.607999802,credit_card,2
CA-2014-137589,35.01599884,credit_card,1
CA-2014-137911,853.9299927,credit_card,5
CA-2014-138023,247.4400024,credit_card,7
CA-2014-138072,10.36800003,credit_card,8
CA-2014-138100,1897.645996,debit_card,3
CA-2014-138128,20.37199974,credit_card,1
CA-2014-138177,77.72000122,credit_card,5
CA-2014-138198,113.7300034,credit_card,6
CA-2014-138240,2125.625977,credit_card,5
CA-2014-138296,20.70400047,credit_card,10
CA-2014-138317,972.5180054,credit_card,5
CA-2014-138359,230.5420074,credit_card,5
CA-2014-138436,23.61599922,credit_card,3
CA-2014-138450,98.90799713,credit_card,8
CA-2014-138513,284.0799866,debit_card,10
CA-2014-138527,4990.241211,credit_card,6
CA-2014-138681,526.6459961,credit_card,8
CA-2014-138709,51.27399826,debit_card,3
CA-2014-138737,111.0400009,credit_card,1
CA-2014-138940,4.895999908,debit_card,5
CA-2014-139017,15.84000015,debit_card,2
CA-2014-139192,1089.624023,credit_card,6
CA-2014-139283,127.7639999,credit_card,2
CA-2014-139423,88.7519989,credit_card,2
CA-2014-139451,438.0440063,credit_card,3
CA-2014-139542,176.9199982,credit_card,3
CA-2014-139598,370.2200012,voucher,10
CA-2014-139633,7.920000076,credit_card,3
CA-2014-139857,6.671999931,credit_card,1
CA-2014-139892,1261.927979,credit_card,10
CA-2014-140004,396.5440063,credit_card,10
CA-2014-140032,18.26399994,credit_card,6
CA-2014-140165,287.9360046,debit_card,3
CA-2014-140228,1151.947998,credit_card,10
CA-2014-140396,367.5664063,credit_card,3
CA-2014-140403,27.45599937,credit_card,2
CA-2014-140473,18.71999931,credit_card,3
CA-2014-140487,83.91999817,debit_card,1
CA-2014-140662,178.9259949,credit_card,4
CA-2014-140732,607.9420166,credit_card,2
CA-2014-140795,6.570000172,credit_card,2
CA-2014-140816,285.552002,credit_card,2
CA-2014-140858,454.9819946,credit_card,8
CA-2014-140886,12.96000004,credit_card,2
CA-2014-141005,29.52000046,credit_card,3
CA-2014-141110,4906.352051,debit_card,2
CA-2014-141152,113.9400024,credit_card,7
CA-2014-141173,419.1359863,credit_card,3
CA-2014-141278,175.871994,credit_card,6
CA-2014-141299,431.1600037,credit_card,4
CA-2014-141313,81.66000366,credit_card,1
CA-2014-141355,23.37599945,credit_card,10
CA-2014-141607,16.27199936,credit_card,6
CA-2014-141649,23.76000023,credit_card,3
CA-2014-141726,45.70500183,debit_card,1
CA-2014-141796,24.55999947,credit_card,2
CA-2014-141838,1218.970947,credit_card,3
CA-2014-142048,11199.96777,credit_card,5
CA-2014-142314,25.48800087,credit_card,2
CA-2014-142510,191.348999,credit_card,4
CA-2014-142587,610.1400146,credit_card,3
CA-2014-142727,203.3910065,credit_card,1
CA-2014-142769,1488.421997,debit_card,10
CA-2014-142839,142.776001,credit_card,6
CA-2014-142951,168.1000061,credit_card,6
CA-2014-142965,17.15999985,credit_card,1
CA-2014-143168,127.8199997,credit_card,3
CA-2014-143182,450.0400085,credit_card,1
CA-2014-143210,412.7600098,credit_card,6
CA-2014-143336,507.1759949,credit_card,1
CA-2014-143371,714.0159912,credit_card,6
CA-2014-143413,193.0655975,credit_card,6
CA-2014-143637,98.39199829,credit_card,2
CA-2014-143840,862.973999,credit_card,3
CA-2014-143903,107.026001,debit_card,6
CA-2014-144029,717.7559814,credit_card,8
CA-2014-144071,565.0599976,credit_card,5
CA-2014-144281,21.74399948,credit_card,3
CA-2014-144407,162.6000061,credit_card,10
CA-2014-144414,1494.963989,credit_card,3
CA-2014-144624,11.64799976,credit_card,1
CA-2014-144666,2794.602051,credit_card,2
CA-2014-144974,144.0180054,debit_card,2
CA-2014-145212,87.91999817,credit_card,10
CA-2014-145254,1098.569946,credit_card,4
CA-2014-145317,909.9819946,credit_card,8
CA-2014-145387,4072.949951,debit_card,1
CA-2014-145541,407.9760132,credit_card,10
CA-2014-145576,28.97999954,credit_card,3
CA-2014-145800,12.69999981,credit_card,8
CA-2014-145926,47.95199966,credit_card,6
CA-2014-146283,574.8480225,credit_card,8
CA-2014-146500,472.9679871,credit_card,1
CA-2014-146528,1574.887939,credit_card,1
CA-2014-146591,1604.484009,credit_card,6
CA-2014-146640,159.9839935,credit_card,2
CA-2014-146703,217.5839996,credit_card,8
CA-2014-146731,1118.615967,credit_card,2
CA-2014-146815,484.6480103,credit_card,7
CA-2014-146843,165.3800049,credit_card,2
CA-2014-146885,1323.900024,credit_card,1
CA-2014-146969,219.1459961,credit_card,1
CA-2014-146990,791.5200195,credit_card,4
CA-2014-146997,11.3760004,credit_card,1
CA-2014-147235,477.5100098,credit_card,3
CA-2014-147298,55.95000076,credit_card,2
CA-2014-147543,12.35000038,credit_card,8
CA-2014-147900,14.61999989,credit_card,2
CA-2014-147914,148.7039948,credit_card,2
CA-2014-148040,46.08800125,credit_card,2
CA-2014-148285,227.904007,credit_card,10
CA-2014-148369,68.23799896,credit_card,3
CA-2014-148383,2.375999928,credit_card,3
CA-2014-148425,207.1840057,credit_card,10
CA-2014-148488,219.0879974,credit_card,6
CA-2014-148586,1217.567993,debit_card,4
CA-2014-148614,113.1920013,credit_card,3
CA-2014-148761,3.048000097,credit_card,8
CA-2014-148782,251.9100037,credit_card,1
CA-2014-148915,698.315979,credit_card,10
CA-2014-148950,138.4720001,debit_card,8
CA-2014-149020,211.8280029,debit_card,7
CA-2014-149055,7.995999813,credit_card,1
CA-2014-149104,5584.934082,credit_card,2
CA-2014-149244,94.59999847,credit_card,1
CA-2014-149524,9.869999886,credit_card,4
CA-2014-149538,1520.057983,credit_card,4
CA-2014-149594,510.2399902,credit_card,2
CA-2014-149643,162.6399994,credit_card,5
CA-2014-149958,4889.354004,credit_card,3
CA-2014-150203,44.75,credit_card,2
CA-2014-150245,479.9880066,credit_card,10
CA-2014-150301,11.06000042,debit_card,6
CA-2014-150329,36.84000015,credit_card,3
CA-2014-150490,121.4059982,credit_card,3
CA-2014-150518,423.3640137,credit_card,10
CA-2014-150581,482.730011,credit_card,1
CA-2014-150798,476.5780029,debit_card,5
CA-2014-151001,613.2199707,credit_card,6
CA-2014-151078,6.599999905,credit_card,10
CA-2014-151162,371.1600037,debit_card,6
CA-2014-151295,81.15200043,debit_card,8
CA-2014-151330,579.197998,credit_card,1
CA-2014-151379,54.90000153,credit_card,2
CA-2014-151554,13.34399986,credit_card,5
CA-2014-151708,367.1080017,credit_card,10
CA-2014-151792,199.9799957,credit_card,10
CA-2014-151897,1.787999988,credit_card,3
CA-2014-151946,1252.76001,credit_card,2
CA-2014-151953,195.1360016,debit_card,10
CA-2014-151967,19.19400024,credit_card,1
CA-2014-151995,802.7000122,credit_card,5
CA-2014-152100,6.789999962,credit_card,1
CA-2014-152233,10.36800003,credit_card,3
CA-2014-152254,1245.859985,credit_card,5
CA-2014-152268,52.44800186,credit_card,2
CA-2014-152296,89.97000122,credit_card,6
CA-2014-152345,24.36499977,credit_card,6
CA-2014-152443,260.256012,credit_card,1
CA-2014-152562,314.5499878,credit_card,10
CA-2014-152618,628.3380127,credit_card,6
CA-2014-152849,195.1360016,credit_card,1
CA-2014-152905,67.15000153,credit_card,20
CA-2014-153087,617.8800049,debit_card,3
CA-2014-153150,222.3840027,debit_card,1
CA-2014-153479,1654.838013,debit_card,3
CA-2014-153619,319.7600098,credit_card,8
CA-2014-153808,439.8080139,credit_card,8
CA-2014-153850,33.22999954,debit_card,5
CA-2014-153913,678.8880005,credit_card,10
CA-2014-153927,194.2920074,credit_card,2
CA-2014-153976,30.47999954,credit_card,10
CA-2014-153983,2803.639893,debit_card,2
CA-2014-154095,829.0200195,debit_card,8
CA-2014-154186,135.9900055,credit_card,1
CA-2014-154592,19.89999962,credit_card,3
CA-2014-154599,642.0159912,credit_card,1
CA-2014-154627,16.73999977,credit_card,4
CA-2014-154641,124.75,credit_card,2
CA-2014-154669,11.56000042,credit_card,1
CA-2014-154781,3116.751953,credit_card,5
CA-2014-154837,569.0579834,credit_card,2
CA-2014-154893,97.04000092,credit_card,8
CA-2014-154963,538.3359985,credit_card,4
CA-2014-155208,13.45600033,credit_card,4
CA-2014-155264,803.6019897,credit_card,2
CA-2014-155271,261.9599915,credit_card,8
CA-2014-155390,8.855999947,credit_card,6
CA-2014-155593,186.5399933,credit_card,1
CA-2014-155796,6.300000191,credit_card,1
CA-2014-155852,756.7999878,credit_card,2
CA-2014-155887,310.8800049,credit_card,10
CA-2014-156006,49.11999893,credit_card,1
CA-2014-156160,917.5720215,credit_card,2
CA-2014-156244,2415.246094,credit_card,2
CA-2014-156314,20.7840004,credit_card,2
CA-2014-156342,123.1439972,credit_card,10
CA-2014-156349,124.3679962,credit_card,6
CA-2014-156433,167.2899933,credit_card,4
CA-2014-156545,6.079999924,credit_card,1
CA-2014-156587,50.06399918,credit_card,3
