campaign_id,product_id,channel_id,budget,end_date,start_date,campaign_type
167,FUR-CH-10004626,3,6841,23-03-2018,14-03-2017,First-Time Buyer Campaign
439,TEC-AC-10004396,2,8803,18-05-2018,15-04-2018,Flash Sale
403,OFF-FA-10000490,1,37328,08-03-2018,06-11-2017,Brand Awareness
828,FUR-TA-10001676,3,8149,27-08-2018,26-04-2018,Discount
1136,OFF-AP-10002734,6,14833,23-04-2018,04-05-2017,Loyalty Campaign
1195,OFF-AP-10002734,3,9190,27-04-2018,10-06-2017,Flash Sale
1522,OFF-AP-10002734,6,20361,21-04-2018,22-08-2017,Engagement Campaign
794,OFF-LA-10001404,1,10137,07-04-2018,08-04-2017,Engagement Campaign
101,OFF-BI-10002949,2,34990,30-04-2018,25-07-2017,Product Launch
1103,TEC-AC-10003280,3,48099,20-04-2018,28-09-2017,Product Launch
571,OFF-PA-10000007,7,24987,13-05-2018,17-12-2017,Conversion Campaign
1307,OFF-PA-10000007,6,11268,28-04-2018,24-11-2017,Engagement Campaign
1520,OFF-PA-10000007,1,15497,17-05-2018,05-10-2017,Win-Back Campaign
323,FUR-CH-10004983,3,13054,24-05-2018,30-06-2017,Win-Back Campaign
1558,FUR-CH-10004983,3,49054,10-05-2018,27-12-2017,Product Launch
237,TEC-PH-10002890,7,16151,13-04-2018,09-09-2017,Discount
1561,TEC-PH-10002890,2,16346,07-04-2018,21-09-2017,First-Time Buyer Campaign
411,FUR-FU-10000448,5,16175,02-09-2018,22-01-2018,Retargeting
882,FUR-FU-10000448,1,9962,16-08-2018,10-11-2017,Flash Sale
1139,OFF-LA-10003923,7,6197,19-09-2018,21-03-2018,Win-Back Campaign
825,OFF-AR-10003759,7,57281,20-12-2017,17-05-2017,Brand Awareness
126,TEC-PH-10001809,2,37736,16-05-2018,02-07-2017,Brand Awareness
181,OFF-ST-10000798,3,31368,17-09-2017,19-06-2017,Product Launch
565,OFF-ST-10000798,6,31754,01-10-2017,02-08-2017,Product Launch
266,OFF-SU-10000381,4,13901,21-10-2017,29-05-2017,Flash Sale
413,TEC-AC-10002345,5,40898,24-11-2017,27-08-2017,Brand Awareness
467,TEC-AC-10002345,6,28111,27-11-2017,25-05-2017,Conversion Campaign
1292,TEC-AC-10002345,4,9978,17-11-2017,07-09-2017,Win-Back Campaign
1005,OFF-AP-10002684,6,15089,11-11-2017,05-06-2017,Win-Back Campaign
242,OFF-BI-10001525,7,10430,22-07-2017,10-11-2016,Flash Sale
803,OFF-LA-10003720,6,27630,01-09-2018,10-04-2018,Conversion Campaign
1191,OFF-PA-10000019,5,14896,14-09-2017,28-03-2017,Loyalty Campaign
1316,OFF-AR-10000914,4,5938,07-07-2017,15-05-2017,Loyalty Campaign
776,FUR-FU-10001215,7,23519,18-02-2018,25-04-2017,Engagement Campaign
913,FUR-FU-10001215,7,18296,10-02-2018,15-02-2017,Conversion Campaign
958,OFF-ST-10002756,6,58386,05-03-2018,17-08-2017,Brand Awareness
1458,OFF-ST-10002756,5,16739,03-03-2018,01-04-2017,Conversion Campaign
194,FUR-CH-10004698,2,22572,13-07-2018,24-10-2017,Conversion Campaign
457,FUR-CH-10004698,5,17078,09-06-2018,13-04-2018,Conversion Campaign
1078,FUR-CH-10004698,7,11363,29-06-2018,12-09-2017,Engagement Campaign
1441,OFF-AR-10003752,4,8367,03-09-2017,01-12-2016,Win-Back Campaign
910,OFF-PA-10001970,5,17451,18-09-2017,20-12-2016,Conversion Campaign
1492,OFF-PA-10001970,2,24036,15-09-2017,05-04-2017,Engagement Campaign
198,OFF-AP-10001492,5,10228,24-03-2018,02-08-2017,Win-Back Campaign
445,OFF-PA-10000061,6,11231,20-05-2018,29-04-2017,First-Time Buyer Campaign
684,OFF-ST-10003805,5,19316,14-05-2018,19-10-2017,Seasonal Sale
780,OFF-LA-10001934,1,5321,15-07-2018,02-11-2017,Flash Sale
1434,OFF-LA-10001934,7,13446,09-08-2018,16-09-2017,Retargeting
1192,FUR-BO-10003965,5,30283,27-01-2018,14-04-2017,Brand Awareness
1172,TEC-AC-10004469,1,8200,28-12-2017,31-07-2017,Retargeting
1107,FUR-TA-10002903,1,12182,09-01-2018,14-04-2017,Win-Back Campaign
578,OFF-PA-10001307,2,15958,08-07-2018,19-04-2018,First-Time Buyer Campaign
1264,OFF-BI-10003676,7,9492,29-07-2018,25-08-2017,Loyalty Campaign
905,OFF-BI-10004022,3,10225,25-06-2017,01-12-2016,Discount
1579,OFF-BI-10004022,1,35644,27-05-2017,28-04-2017,Seasonal Sale
247,FUR-TA-10001039,2,15550,01-01-2018,22-10-2017,Engagement Campaign
1431,OFF-BI-10002735,1,45796,01-10-2017,20-01-2017,Brand Awareness
795,OFF-BI-10002353,5,13172,08-05-2018,07-05-2017,Flash Sale
414,OFF-BI-10003707,6,29637,04-04-2018,11-10-2017,Conversion Campaign
1068,OFF-BI-10003707,7,29553,27-04-2018,29-08-2017,Conversion Campaign
1430,OFF-BI-10003707,7,19132,08-04-2018,27-11-2017,Engagement Campaign
1006,OFF-ST-10002214,1,41567,31-03-2018,29-12-2017,Brand Awareness
1133,OFF-ST-10002214,1,14135,26-03-2018,15-04-2017,First-Time Buyer Campaign
812,OFF-BI-10002072,3,16878,12-09-2018,10-04-2018,Discount
880,OFF-FA-10002815,1,14905,20-04-2018,27-01-2018,Win-Back Campaign
1503,OFF-ST-10001469,2,10892,20-05-2017,17-02-2017,Win-Back Campaign
274,OFF-PA-10000533,7,9913,26-05-2017,21-06-2016,Discount
464,OFF-PA-10000533,1,23155,04-06-2017,30-06-2016,Engagement Campaign
1001,OFF-PA-10000533,2,6751,07-06-2017,04-03-2017,Loyalty Campaign
1031,OFF-PA-10000533,1,13146,08-06-2017,01-11-2016,Retargeting
802,FUR-TA-10001539,1,6117,13-11-2017,31-07-2017,Flash Sale
834,FUR-TA-10001539,4,11328,13-11-2017,25-02-2017,First-Time Buyer Campaign
876,OFF-PA-10000673,7,38760,24-12-2017,25-08-2017,Product Launch
970,OFF-BI-10000343,5,25222,16-01-2018,11-12-2016,Product Launch
218,OFF-PA-10001569,2,8228,01-10-2018,01-10-2017,Flash Sale
1311,FUR-FU-10004748,7,24192,17-04-2018,12-07-2017,Seasonal Sale
1347,FUR-FU-10004748,7,17427,20-05-2018,21-01-2018,First-Time Buyer Campaign
633,TEC-MA-10002428,3,7443,24-04-2018,13-08-2017,Win-Back Campaign
1542,OFF-AR-10003373,5,7527,01-09-2018,02-11-2017,Win-Back Campaign
1399,OFF-AP-10004708,5,20999,16-02-2018,06-11-2017,Engagement Campaign
1364,TEC-PH-10000586,6,14788,10-03-2018,19-09-2017,Win-Back Campaign
1470,TEC-PH-10000586,2,10178,15-03-2018,26-09-2017,Flash Sale
1593,TEC-PH-10003885,3,12147,12-06-2018,23-05-2017,First-Time Buyer Campaign
1328,OFF-BI-10000014,6,13360,27-06-2018,06-07-2017,Win-Back Campaign
419,TEC-AC-10003628,6,11000,31-07-2017,18-11-2016,Engagement Campaign
602,TEC-AC-10003628,4,11549,31-07-2017,29-10-2016,Discount
1482,OFF-BI-10004967,7,9193,29-04-2018,26-05-2017,Loyalty Campaign
789,FUR-CH-10002439,2,16551,16-09-2018,13-02-2018,Retargeting
436,OFF-PA-10003016,6,7251,06-07-2018,07-03-2018,Flash Sale
1414,OFF-AR-10001897,2,7006,30-07-2018,12-02-2018,Loyalty Campaign
1584,OFF-BI-10002827,3,18797,20-08-2018,22-09-2017,Seasonal Sale
1501,TEC-AC-10002842,4,11936,09-12-2017,21-05-2017,Win-Back Campaign
1374,OFF-AP-10002350,6,12733,13-02-2018,26-06-2017,Conversion Campaign
741,OFF-BI-10001107,3,11550,18-09-2017,20-03-2017,Flash Sale
1337,OFF-BI-10001107,6,8497,26-08-2017,28-06-2017,Win-Back Campaign
1489,OFF-BI-10001107,3,26530,15-09-2017,11-11-2016,Brand Awareness
1322,OFF-AR-10000657,5,11836,05-09-2017,16-09-2016,First-Time Buyer Campaign
921,FUR-TA-10002958,4,21954,20-08-2017,18-04-2017,Product Launch
950,FUR-TA-10002958,5,6277,23-07-2017,25-05-2017,Flash Sale
952,OFF-AR-10003158,6,22457,29-05-2017,10-03-2017,Seasonal Sale
1156,OFF-AR-10003158,6,7032,16-06-2017,19-08-2016,Flash Sale
1384,FUR-FU-10000747,5,10611,09-10-2017,04-10-2016,First-Time Buyer Campaign
711,TEC-AC-10004568,2,14239,23-05-2018,08-01-2018,Retargeting
911,TEC-AC-10004568,5,30946,26-04-2018,28-09-2017,Seasonal Sale
338,OFF-BI-10004506,2,14955,15-08-2018,15-11-2017,Flash Sale
430,OFF-BI-10004506,4,33855,29-08-2018,14-11-2017,Seasonal Sale
1146,OFF-BI-10004506,1,48385,31-08-2018,25-09-2017,Product Launch
1211,OFF-BI-10004506,5,37397,21-08-2018,09-11-2017,Product Launch
769,OFF-PA-10004100,1,10750,19-08-2018,14-03-2018,Flash Sale
903,TEC-PH-10001459,6,13518,30-11-2017,09-01-2017,Loyalty Campaign
459,OFF-AR-10002067,6,55108,14-02-2017,26-11-2016,Brand Awareness
977,TEC-PH-10003273,3,13753,05-03-2017,29-07-2016,First-Time Buyer Campaign
760,FUR-FU-10004848,7,7751,23-04-2018,16-01-2018,Loyalty Campaign
993,FUR-FU-10004848,7,30558,16-04-2018,11-03-2018,Seasonal Sale
1382,FUR-FU-10004848,1,6784,19-04-2018,01-05-2017,Win-Back Campaign
270,OFF-ST-10003716,6,22700,08-06-2017,02-01-2017,Seasonal Sale
1240,OFF-ST-10003716,3,26315,16-06-2017,17-03-2017,Conversion Campaign
331,OFF-AP-10002867,1,23863,07-06-2017,01-08-2016,Engagement Campaign
923,OFF-AP-10002867,6,51229,06-06-2017,04-03-2017,Brand Awareness
813,OFF-BI-10000315,1,28828,07-08-2018,01-06-2018,Conversion Campaign
592,OFF-BI-10002609,6,55511,27-08-2018,13-12-2017,Brand Awareness
1336,OFF-BI-10002609,5,37222,24-08-2018,05-07-2018,Seasonal Sale
622,FUR-FU-10002963,3,11839,12-06-2018,14-02-2018,First-Time Buyer Campaign
600,TEC-AC-10004571,4,45097,07-07-2018,02-10-2017,Brand Awareness
1008,TEC-AC-10004571,7,35655,12-06-2018,11-02-2018,Product Launch
890,OFF-PA-10000575,1,16771,28-05-2017,28-09-2016,Discount
1181,OFF-PA-10000575,3,6777,01-06-2017,29-05-2016,First-Time Buyer Campaign
236,OFF-SU-10004884,1,37901,02-06-2017,29-03-2017,Product Launch
1157,OFF-SU-10004884,2,38014,19-05-2017,23-05-2016,Brand Awareness
1327,OFF-SU-10004884,3,48523,03-06-2017,05-10-2016,Product Launch
376,OFF-PA-10002659,1,20925,01-01-2018,24-12-2016,Seasonal Sale
736,OFF-PA-10002659,1,15310,26-12-2017,23-12-2016,Seasonal Sale
212,OFF-ST-10000585,6,17771,29-08-2017,26-01-2017,Discount
1577,OFF-ST-10000585,3,6334,29-08-2017,27-05-2017,Flash Sale
387,TEC-PH-10001835,2,16661,22-02-2018,22-12-2017,Seasonal Sale
1196,FUR-BO-10003966,3,12132,18-08-2018,05-03-2018,Loyalty Campaign
1429,OFF-ST-10000604,3,10207,25-04-2018,08-01-2018,Discount
1514,OFF-ST-10000604,5,7679,20-05-2018,20-03-2018,Loyalty Campaign
987,OFF-AR-10004042,1,44777,29-04-2018,14-02-2018,Brand Awareness
926,OFF-PA-10001815,4,9736,25-04-2018,30-11-2017,Discount
487,OFF-PA-10004405,3,28390,16-01-2018,23-07-2017,Product Launch
1590,TEC-AC-10002942,6,9452,15-02-2018,23-02-2017,Flash Sale
1383,OFF-AR-10001044,4,27154,22-01-2018,20-07-2017,Conversion Campaign
1344,OFF-AP-10001058,1,11943,16-02-2018,13-12-2017,First-Time Buyer Campaign
743,OFF-AP-10002311,2,17742,21-03-2018,23-02-2017,Discount
385,OFF-BI-10002412,3,26403,02-11-2017,22-07-2017,Brand Awareness
601,TEC-AC-10001432,7,5252,28-03-2018,15-11-2017,Loyalty Campaign
665,TEC-AC-10001432,2,39461,28-03-2018,11-04-2017,Seasonal Sale
1282,TEC-AC-10001432,7,12871,01-04-2018,21-09-2017,Win-Back Campaign
1454,TEC-AC-10001432,2,31734,01-04-2018,10-11-2017,Seasonal Sale
1044,OFF-EN-10003001,3,18098,16-12-2017,20-10-2017,Engagement Campaign
843,TEC-AC-10000736,3,33525,10-09-2017,25-03-2017,Brand Awareness
956,TEC-AC-10000736,7,14321,30-09-2017,28-05-2017,Flash Sale
1039,TEC-AC-10000736,7,17715,08-09-2017,02-11-2016,Discount
388,TEC-AC-10001552,5,15763,19-03-2018,24-04-2017,Win-Back Campaign
581,TEC-AC-10001552,1,13910,27-03-2018,08-09-2017,Loyalty Campaign
213,OFF-AR-10002445,7,11578,25-03-2018,17-03-2017,Discount
1138,OFF-AR-10002445,1,49648,23-03-2018,17-12-2017,Brand Awareness
332,OFF-BI-10000145,2,37404,31-08-2018,06-01-2018,Product Launch
426,FUR-CH-10003817,1,17248,13-09-2017,11-10-2016,Retargeting
548,TEC-PH-10000376,7,39367,05-09-2017,25-07-2017,Brand Awareness
1237,TEC-PH-10000376,2,5090,06-10-2017,23-02-2017,Loyalty Campaign
232,OFF-BI-10002931,6,8497,16-09-2017,14-11-2016,Discount
490,OFF-BI-10002931,6,32924,06-09-2017,13-03-2017,Product Launch
750,OFF-BI-10002931,7,11191,10-10-2017,03-07-2017,Discount
831,TEC-MA-10001148,1,14648,03-09-2017,27-03-2017,Discount
639,TEC-PH-10004120,7,13084,10-07-2018,03-01-2018,Retargeting
1266,TEC-PH-10004120,7,42610,14-06-2018,29-10-2017,Product Launch
175,OFF-AR-10003190,1,14093,01-07-2018,01-07-2017,First-Time Buyer Campaign
751,OFF-ST-10002790,4,21214,18-07-2018,05-04-2018,Conversion Campaign
1254,OFF-ST-10002790,5,5267,15-07-2018,05-12-2017,Loyalty Campaign
312,OFF-PA-10003797,5,14805,21-04-2018,29-09-2017,Retargeting
859,OFF-PA-10003797,6,11458,18-04-2018,01-08-2017,Retargeting
205,FUR-CH-10004754,3,40881,06-04-2018,25-07-2017,Brand Awareness
1179,FUR-CH-10004754,2,12351,22-04-2018,24-06-2017,Retargeting
1371,FUR-CH-10004754,7,38600,01-05-2018,22-02-2018,Brand Awareness
1521,FUR-CH-10004754,3,7305,04-04-2018,14-10-2017,Flash Sale
1310,FUR-TA-10004152,4,6915,30-10-2017,29-05-2017,First-Time Buyer Campaign
399,OFF-PA-10004359,2,18897,04-06-2018,05-03-2018,Conversion Campaign
1517,OFF-PA-10004359,1,13042,09-05-2018,18-01-2018,Flash Sale
225,TEC-AC-10000171,6,39435,22-07-2018,07-03-2018,Seasonal Sale
642,TEC-AC-10000171,5,10130,12-07-2018,17-10-2017,Engagement Campaign
1155,TEC-AC-10000171,4,8455,06-07-2018,19-04-2018,Retargeting
1487,TEC-AC-10000171,7,11728,07-07-2018,07-08-2017,Win-Back Campaign
437,OFF-FA-10000735,2,5695,28-04-2017,18-02-2017,Flash Sale
207,OFF-AP-10002518,7,34267,07-03-2018,17-07-2017,Seasonal Sale
308,OFF-AP-10002518,4,9894,04-03-2018,31-03-2017,Discount
381,OFF-AP-10002518,5,5104,22-02-2018,29-03-2017,Loyalty Campaign
693,OFF-AP-10002518,5,27298,26-02-2018,13-11-2017,Product Launch
1227,OFF-AP-10002518,6,7883,26-02-2018,06-06-2017,Win-Back Campaign
1439,OFF-AP-10002518,7,28870,19-02-2018,06-03-2017,Conversion Campaign
1538,OFF-AP-10002518,3,24699,12-03-2018,11-07-2017,Conversion Campaign
1137,FUR-BO-10002853,7,9204,20-06-2018,03-03-2018,Retargeting
249,OFF-BI-10002557,4,15615,01-02-2018,24-08-2017,Retargeting
647,TEC-PH-10000984,7,15042,21-01-2018,04-06-2017,Win-Back Campaign
908,TEC-PH-10000984,7,21886,08-02-2018,26-05-2017,Engagement Campaign
659,OFF-SU-10004498,1,27340,17-05-2017,30-11-2016,Product Launch
796,OFF-SU-10004498,5,7168,14-05-2017,10-12-2016,Flash Sale
351,TEC-PH-10002185,4,11827,02-02-2018,07-09-2017,Loyalty Campaign
187,FUR-CH-10004289,3,10427,09-04-2018,06-07-2017,Engagement Campaign
1491,OFF-PA-10002377,1,6579,04-04-2018,01-06-2017,Flash Sale
368,FUR-TA-10002774,6,15011,26-06-2018,28-08-2017,Engagement Campaign
999,FUR-TA-10002774,5,11919,03-06-2018,25-03-2018,Loyalty Campaign
374,OFF-AR-10001545,4,5556,24-06-2018,23-09-2017,Loyalty Campaign
1011,OFF-AR-10001545,2,36708,08-06-2018,09-08-2017,Brand Awareness
1111,OFF-AR-10001545,7,10714,28-06-2018,24-02-2018,Flash Sale
1413,OFF-AR-10001545,1,7901,29-06-2018,19-08-2017,First-Time Buyer Campaign
889,OFF-PA-10002365,3,14838,10-11-2017,04-01-2017,Flash Sale
1323,OFF-ST-10001325,2,58762,10-10-2017,13-12-2016,Brand Awareness
627,OFF-EN-10003055,5,41108,12-11-2017,22-03-2017,Brand Awareness
885,FUR-FU-10002685,2,26242,10-01-2018,10-11-2017,Product Launch
1286,FUR-CH-10002372,1,16369,09-01-2018,05-01-2017,Retargeting
1203,OFF-BI-10002794,1,22317,11-05-2018,08-08-2017,Conversion Campaign
955,FUR-CH-10002647,5,14087,01-08-2017,29-09-2016,First-Time Buyer Campaign
1506,FUR-CH-10002647,5,14788,08-07-2017,24-05-2017,Conversion Campaign
269,FUR-FU-10003731,1,6591,18-09-2018,01-07-2018,Win-Back Campaign
1097,FUR-FU-10003731,2,15220,30-08-2018,24-06-2018,First-Time Buyer Campaign
623,OFF-SU-10000151,3,10533,25-08-2018,18-02-2018,Flash Sale
1073,OFF-SU-10000151,4,55445,19-08-2018,22-11-2017,Brand Awareness
1466,OFF-SU-10000151,3,6334,19-09-2018,18-06-2018,Flash Sale
1072,OFF-BI-10002071,4,9078,16-09-2018,08-09-2017,Retargeting
597,TEC-PH-10002885,7,9973,15-06-2018,08-04-2018,First-Time Buyer Campaign
821,TEC-PH-10002885,2,16517,28-06-2018,27-12-2017,Retargeting
1333,TEC-CO-10001943,4,24889,21-06-2018,11-12-2017,Engagement Campaign
584,OFF-ST-10002352,7,9547,25-09-2017,23-09-2016,Retargeting
1396,OFF-AR-10003179,6,38626,17-10-2017,03-03-2017,Product Launch
494,OFF-AR-10001446,5,9942,12-12-2017,05-10-2017,Discount
1475,OFF-PA-10004040,1,17472,07-12-2017,20-09-2017,Retargeting
1583,OFF-ST-10001172,1,20939,30-08-2017,31-07-2017,Conversion Campaign
1550,OFF-BI-10001249,1,21570,05-05-2018,10-08-2017,Engagement Campaign
209,OFF-ST-10001522,6,7149,26-04-2018,22-12-2017,Loyalty Campaign
1299,FUR-BO-10002598,1,34862,10-11-2017,13-07-2017,Brand Awareness
